sls_ord_num,product_key,customer_key,sls_cust_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price
SO46800,57,2021,13019,2012-01-12,2012-01-19,2012-01-24,2443,1,2443
SO46817,142,15123,26121,2012-01-14,2012-01-21,2012-01-26,2071,1,2071
SO60940,103,15608,26606,2013-06-26,2013-07-03,2013-07-08,5,1,5
SO60946,103,11294,22292,2013-06-26,2013-07-03,2013-07-08,5,1,5
SO60954,103,11428,22426,2013-06-26,2013-07-03,2013-07-08,5,1,5
SO60955,103,18480,29478,2013-06-26,2013-07-03,2013-07-08,5,1,5
SO60964,103,12130,23128,2013-06-27,2013-07-04,2013-07-09,5,1,5
SO61006,155,6165,17163,2013-06-27,2013-07-04,2013-07-09,1701,1,1701
SO61087,103,13634,24632,2013-06-28,2013-07-05,2013-07-10,5,1,5
SO61095,103,3187,14185,2013-06-29,2013-07-06,2013-07-11,5,1,5
SO61273,103,12432,23430,2013-06-30,2013-07-07,2013-07-12,5,1,5
SO61290,103,12013,23011,2013-06-30,2013-07-07,2013-07-12,5,1,5
SO58207,199,13315,24313,2013-05-18,2013-05-25,2013-05-30,9,1,9
SO58251,142,1302,12300,2013-05-19,2013-05-26,2013-05-31,2320,1,2320
SO58388,103,13081,24079,2013-05-21,2013-05-28,2013-06-02,5,1,5
SO58398,142,2321,13319,2013-05-21,2013-05-28,2013-06-02,2320,1,2320
SO58434,199,11360,22358,2013-05-22,2013-05-29,2013-06-03,9,1,9
SO58452,103,6129,17127,2013-05-22,2013-05-29,2013-06-03,5,1,5
SO61008,135,3400,14398,2013-06-27,2013-07-04,2013-07-09,769,1,769
SO61011,135,3368,14366,2013-06-27,2013-07-04,2013-07-09,769,1,769
SO61034,142,3429,14427,2013-06-28,2013-07-05,2013-07-10,2320,1,2320
SO61034,103,3429,14427,2013-06-28,2013-07-05,2013-07-10,5,1,5
SO61054,103,4865,15863,2013-06-28,2013-07-05,2013-07-10,5,1,5
SO61083,103,14398,25396,2013-06-28,2013-07-05,2013-07-10,5,1,5
SO61128,103,10454,21452,2013-06-29,2013-07-06,2013-07-11,5,1,5
SO61300,103,2166,13164,2013-06-30,2013-07-07,2013-07-12,5,1,5
SO58186,103,11115,22113,2013-05-17,2013-05-24,2013-05-29,5,1,5
SO58222,103,11383,22381,2013-05-18,2013-05-25,2013-05-30,5,1,5
SO58276,103,8414,19412,2013-05-19,2013-05-26,2013-05-31,5,1,5
SO58358,155,9877,20875,2013-05-21,2013-05-28,2013-06-02,1701,1,1701
SO58371,103,1762,12760,2013-05-21,2013-05-28,2013-06-02,5,1,5
SO58401,199,10381,21379,2013-05-21,2013-05-28,2013-06-02,9,1,9
SO58416,103,1323,12321,2013-05-22,2013-05-29,2013-06-03,5,1,5
SO58416,199,1323,12321,2013-05-22,2013-05-29,2013-06-03,9,1,9
SO58442,103,13623,24621,2013-05-22,2013-05-29,2013-06-03,5,1,5
SO58448,191,1296,12294,2013-05-22,2013-05-29,2013-06-03,54,1,54
SO46850,57,2223,13221,2012-01-18,2012-01-25,2012-01-30,2443,1,2443
SO46871,57,2802,13800,2012-01-21,2012-01-28,2012-02-02,2443,1,2443
SO47112,142,9320,20318,2012-02-03,2012-02-10,2012-02-15,2071,1,2071
SO47180,57,2289,13287,2012-02-11,2012-02-18,2012-02-23,2443,1,2443
SO47209,57,10381,21379,2012-02-14,2012-02-21,2012-02-26,2443,1,2443
SO47221,57,2825,13823,2012-02-16,2012-02-23,2012-02-28,2443,1,2443
SO47332,142,9352,20350,2012-02-27,2012-03-05,2012-03-10,2071,1,2071
SO47614,51,4304,15302,2012-03-23,2012-03-30,2012-04-04,783,1,783
SO47890,57,5265,16263,2012-04-20,2012-04-27,2012-05-02,2443,1,2443
SO47931,57,5533,16531,2012-04-26,2012-05-03,2012-05-08,2443,1,2443
SO63533,103,1757,12755,2013-08-03,2013-08-10,2013-08-15,5,1,5
SO63543,103,12083,23081,2013-08-03,2013-08-10,2013-08-15,5,1,5
SO63569,199,521,11519,2013-08-04,2013-08-11,2013-08-16,9,1,9
SO63575,103,3663,14661,2013-08-04,2013-08-11,2013-08-16,5,1,5
SO63577,103,12085,23083,2013-08-04,2013-08-11,2013-08-16,5,1,5
SO63600,103,4061,15059,2013-08-04,2013-08-11,2013-08-16,5,1,5
SO63605,103,3034,14032,2013-08-04,2013-08-11,2013-08-16,5,1,5
SO63649,103,6601,17599,2013-08-05,2013-08-12,2013-08-17,5,1,5
SO63709,103,3568,14566,2013-08-06,2013-08-13,2013-08-18,5,1,5
SO63710,103,10245,21243,2013-08-06,2013-08-13,2013-08-18,5,1,5
SO63739,103,14868,25866,2013-08-06,2013-08-13,2013-08-18,5,1,5
SO63768,142,6201,17199,2013-08-07,2013-08-14,2013-08-19,2320,1,2320
SO61337,103,15804,26802,2013-07-01,2013-07-08,2013-07-13,5,1,5
SO61382,103,4699,15697,2013-07-02,2013-07-09,2013-07-14,5,1,5
SO61395,103,6701,17699,2013-07-02,2013-07-09,2013-07-14,5,1,5
SO61396,103,14330,25328,2013-07-02,2013-07-09,2013-07-14,5,1,5
SO61480,191,16797,27795,2013-07-03,2013-07-10,2013-07-15,54,1,54
SO61488,135,10547,21545,2013-07-04,2013-07-11,2013-07-16,769,1,769
SO61708,101,1630,12628,2013-07-07,2013-07-14,2013-07-19,10,1,10
SO61717,119,17499,28497,2013-07-07,2013-07-14,2013-07-19,29,1,29
SO61761,121,10913,21911,2013-07-08,2013-07-15,2013-07-20,4,1,4
SO61763,183,5565,16563,2013-07-08,2013-07-15,2013-07-20,9,1,9
SO61773,183,9450,20448,2013-07-08,2013-07-15,2013-07-20,9,1,9
SO61792,121,14464,25462,2013-07-09,2013-07-16,2013-07-21,4,1,4
SO61792,117,14464,25462,2013-07-09,2013-07-16,2013-07-21,25,1,25
SO61822,183,11590,22588,2013-07-09,2013-07-16,2013-07-21,9,1,9
SO66735,101,8843,19841,2013-09-20,2013-09-27,2013-10-02,10,1,10
SO66774,121,5167,16165,2013-09-21,2013-09-28,2013-10-03,4,1,4
SO66777,101,5567,16565,2013-09-21,2013-09-28,2013-10-03,10,1,10
SO66804,121,13119,24117,2013-09-21,2013-09-28,2013-10-03,4,1,4
SO66837,183,5708,16706,2013-09-22,2013-09-29,2013-10-04,9,1,9
SO66847,183,7080,18078,2013-09-22,2013-09-29,2013-10-04,9,1,9
SO66897,121,621,11619,2013-09-23,2013-09-30,2013-10-05,4,1,4
SO66901,101,12217,23215,2013-09-23,2013-09-30,2013-10-05,10,1,10
SO66914,121,9920,20918,2013-09-23,2013-09-30,2013-10-05,4,1,4
SO55367,183,6644,17642,2013-03-30,2013-04-06,2013-04-11,9,1,9
SO55368,101,1898,12896,2013-03-30,2013-04-06,2013-04-11,10,1,10
SO55413,101,5333,16331,2013-03-31,2013-04-07,2013-04-12,10,1,10
SO55436,183,1264,12262,2013-03-31,2013-04-07,2013-04-12,9,1,9
SO55453,101,1387,12385,2013-04-01,2013-04-08,2013-04-13,10,1,10
SO55469,119,15261,26259,2013-04-01,2013-04-08,2013-04-13,29,1,29
SO55509,121,762,11760,2013-04-02,2013-04-09,2013-04-14,4,1,4
SO55539,117,7771,18769,2013-04-02,2013-04-09,2013-04-14,25,1,25
SO66943,188,1523,12521,2013-09-24,2013-10-01,2013-10-06,50,1,50
SO66947,117,6303,17301,2013-09-24,2013-10-01,2013-10-06,25,1,25
SO66979,119,1598,12596,2013-09-24,2013-10-01,2013-10-06,29,1,29
SO66981,121,15902,26900,2013-09-24,2013-10-01,2013-10-06,4,1,4
SO66981,183,15902,26900,2013-09-24,2013-10-01,2013-10-06,9,1,9
SO67015,119,3325,14323,2013-09-24,2013-10-01,2013-10-06,29,1,29
SO47150,57,4627,15625,2012-02-08,2012-02-15,2012-02-20,2443,1,2443
SO47202,142,15287,26285,2012-02-13,2012-02-20,2012-02-25,2071,1,2071
SO47253,142,1685,12683,2012-02-18,2012-02-25,2012-03-01,2071,1,2071
SO47335,142,1583,12581,2012-02-27,2012-03-05,2012-03-10,2071,1,2071
SO47345,142,1585,12583,2012-02-28,2012-03-06,2012-03-11,2071,1,2071
SO47464,57,5463,16461,2012-03-01,2012-03-08,2012-03-13,2443,1,2443
SO47497,57,3172,14170,2012-03-07,2012-03-14,2012-03-19,2443,1,2443
SO47508,57,10894,21892,2012-03-08,2012-03-15,2012-03-20,2443,1,2443
SO47627,57,5446,16444,2012-03-25,2012-04-01,2012-04-06,2443,1,2443
SO47785,142,17710,28708,2012-04-07,2012-04-14,2012-04-19,2071,1,2071
SO47827,57,11177,22175,2012-04-12,2012-04-19,2012-04-24,2443,1,2443
SO63484,142,998,11996,2013-08-02,2013-08-09,2013-08-14,2320,1,2320
SO63484,103,998,11996,2013-08-02,2013-08-09,2013-08-14,5,1,5
SO63594,103,413,11411,2013-08-04,2013-08-11,2013-08-16,5,1,5
SO63650,199,11547,22545,2013-08-05,2013-08-12,2013-08-17,9,1,9
SO63682,103,15489,26487,2013-08-05,2013-08-12,2013-08-17,5,1,5
SO63745,155,6663,17661,2013-08-06,2013-08-13,2013-08-18,1701,1,1701
SO61346,103,5295,16293,2013-07-01,2013-07-08,2013-07-13,5,1,5
SO61366,103,3187,14185,2013-07-01,2013-07-08,2013-07-13,5,1,5
SO61409,199,4157,15155,2013-07-02,2013-07-09,2013-07-14,9,1,9
SO61412,103,1081,12079,2013-07-02,2013-07-09,2013-07-14,5,1,5
SO61441,103,4925,15923,2013-07-03,2013-07-10,2013-07-15,5,1,5
SO61453,103,4574,15572,2013-07-03,2013-07-10,2013-07-15,5,1,5
SO61467,161,16008,27006,2013-07-03,2013-07-10,2013-07-15,742,1,742
SO61561,103,7382,18380,2013-07-05,2013-07-12,2013-07-17,5,1,5
SO61601,103,6833,17831,2013-07-06,2013-07-13,2013-07-18,5,1,5
SO55175,101,766,11764,2013-03-28,2013-04-04,2013-04-09,10,1,10
SO55185,188,1251,12249,2013-03-29,2013-04-05,2013-04-10,50,1,50
SO55191,121,179,11177,2013-03-29,2013-04-05,2013-04-10,4,1,4
SO55200,101,9522,20520,2013-03-29,2013-04-05,2013-04-10,10,1,10
SO55218,183,1953,12951,2013-03-29,2013-04-05,2013-04-10,9,1,9
SO55348,101,10309,21307,2013-03-30,2013-04-06,2013-04-11,10,1,10
SO55348,183,10309,21307,2013-03-30,2013-04-06,2013-04-11,9,1,9
SO58580,147,9722,20720,2013-05-24,2013-05-31,2013-06-05,1120,1,1120
SO58588,101,1266,12264,2013-05-25,2013-06-01,2013-06-06,10,1,10
SO58594,183,3859,14857,2013-05-25,2013-06-01,2013-06-06,9,1,9
SO58730,101,12381,23379,2013-05-27,2013-06-03,2013-06-08,10,1,10
SO58731,101,10775,21773,2013-05-27,2013-06-03,2013-06-08,10,1,10
SO63816,121,11628,22626,2013-08-07,2013-08-14,2013-08-19,4,1,4
SO63833,101,5829,16827,2013-08-08,2013-08-15,2013-08-20,10,1,10
SO63836,121,264,11262,2013-08-08,2013-08-15,2013-08-20,4,1,4
SO63836,117,264,11262,2013-08-08,2013-08-15,2013-08-20,25,1,25
SO63839,121,279,11277,2013-08-08,2013-08-15,2013-08-20,4,1,4
SO63897,119,279,11277,2013-08-09,2013-08-16,2013-08-21,29,1,29
SO63917,121,1553,12551,2013-08-09,2013-08-16,2013-08-21,4,1,4
SO63920,101,1402,12400,2013-08-09,2013-08-16,2013-08-21,10,1,10
SO63944,185,966,11964,2013-08-09,2013-08-16,2013-08-21,24,1,24
SO63952,185,6078,17076,2013-08-10,2013-08-17,2013-08-22,24,1,24
SO63996,183,9624,20622,2013-08-11,2013-08-18,2013-08-23,9,1,9
SO61643,183,13685,24683,2013-07-06,2013-07-13,2013-07-18,9,1,9
SO61657,183,8620,19618,2013-07-07,2013-07-14,2013-07-19,9,1,9
SO61719,101,2653,13651,2013-07-07,2013-07-14,2013-07-19,10,1,10
SO61719,183,2653,13651,2013-07-07,2013-07-14,2013-07-19,9,1,9
SO61760,121,14789,25787,2013-07-08,2013-07-15,2013-07-20,4,1,4
SO66744,121,15189,26187,2013-09-20,2013-09-27,2013-10-02,4,1,4
SO66744,117,15189,26187,2013-09-20,2013-09-27,2013-10-02,25,1,25
SO66768,101,7165,18163,2013-09-21,2013-09-28,2013-10-03,10,1,10
SO66771,121,14270,25268,2013-09-21,2013-09-28,2013-10-03,4,1,4
SO66780,133,6814,17812,2013-09-21,2013-09-28,2013-10-03,769,1,769
SO66788,183,16644,27642,2013-09-21,2013-09-28,2013-10-03,9,1,9
SO66797,101,1168,12166,2013-09-21,2013-09-28,2013-10-03,10,1,10
SO66798,101,9488,20486,2013-09-21,2013-09-28,2013-10-03,10,1,10
SO66811,160,5763,16761,2013-09-21,2013-09-28,2013-10-03,2443,1,2443
SO66828,119,1685,12683,2013-09-21,2013-09-28,2013-10-03,29,1,29
SO66852,101,1736,12734,2013-09-22,2013-09-29,2013-10-04,10,1,10
SO66894,183,4074,15072,2013-09-23,2013-09-30,2013-10-05,9,1,9
SO66903,101,9541,20539,2013-09-23,2013-09-30,2013-10-05,10,1,10
SO66909,101,4176,15174,2013-09-23,2013-09-30,2013-10-05,10,1,10
SO55392,183,6065,17063,2013-03-31,2013-04-07,2013-04-12,9,1,9
SO55405,121,3355,14353,2013-03-31,2013-04-07,2013-04-12,4,1,4
SO55412,101,10777,21775,2013-03-31,2013-04-07,2013-04-12,10,1,10
SO55421,117,8371,19369,2013-03-31,2013-04-07,2013-04-12,25,1,25
SO55421,121,8371,19369,2013-03-31,2013-04-07,2013-04-12,4,1,4
SO55422,183,9873,20871,2013-03-31,2013-04-07,2013-04-12,9,1,9
SO55423,121,12230,23228,2013-03-31,2013-04-07,2013-04-12,4,1,4
SO55423,183,12230,23228,2013-03-31,2013-04-07,2013-04-12,9,1,9
SO55426,121,16959,27957,2013-03-31,2013-04-07,2013-04-12,4,1,4
SO67052,121,16806,27804,2013-09-25,2013-10-02,2013-10-07,4,1,4
SO67060,183,2264,13262,2013-09-25,2013-10-02,2013-10-07,9,1,9
SO67070,183,16138,27136,2013-09-25,2013-10-02,2013-10-07,9,1,9
SO67072,183,15225,26223,2013-09-25,2013-10-02,2013-10-07,9,1,9
SO67130,147,15025,26023,2013-09-26,2013-10-03,2013-10-08,1120,1,1120
SO67131,117,14834,25832,2013-09-26,2013-10-03,2013-10-08,25,1,25
SO67131,121,14834,25832,2013-09-26,2013-10-03,2013-10-08,4,1,4
SO67161,183,12351,23349,2013-09-27,2013-10-04,2013-10-09,9,1,9
SO67225,101,2200,13198,2013-09-28,2013-10-05,2013-10-10,10,1,10
SO67230,101,10320,21318,2013-09-28,2013-10-05,2013-10-10,10,1,10
SO67232,119,14698,25696,2013-09-28,2013-10-05,2013-10-10,29,1,29
SO67232,183,14698,25696,2013-09-28,2013-10-05,2013-10-10,9,1,9
SO67240,101,4570,15568,2013-09-28,2013-10-05,2013-10-10,10,1,10
SO67249,101,3302,14300,2013-09-28,2013-10-05,2013-10-10,10,1,10
SO67373,101,3395,14393,2013-09-29,2013-10-06,2013-10-11,10,1,10
SO67378,101,3568,14566,2013-09-29,2013-10-06,2013-10-11,10,1,10
SO67378,188,3568,14566,2013-09-29,2013-10-06,2013-10-11,50,1,50
SO67398,147,10488,21486,2013-09-29,2013-10-06,2013-10-11,1120,1,1120
SO55651,119,3425,14423,2013-04-04,2013-04-11,2013-04-16,29,1,29
SO55651,183,3425,14423,2013-04-04,2013-04-11,2013-04-16,9,1,9
SO55659,121,5374,16372,2013-04-04,2013-04-11,2013-04-16,4,1,4
SO55666,101,1355,12353,2013-04-04,2013-04-11,2013-04-16,10,1,10
SO55675,183,11760,22758,2013-04-04,2013-04-11,2013-04-16,9,1,9
SO55687,117,6635,17633,2013-04-05,2013-04-12,2013-04-17,25,1,25
SO55687,121,6635,17633,2013-04-05,2013-04-12,2013-04-17,4,1,4
SO55723,173,18435,29433,2013-04-05,2013-04-12,2013-04-17,1215,1,1215
SO55732,147,8777,19775,2013-04-05,2013-04-12,2013-04-17,1120,1,1120
SO55732,183,8777,19775,2013-04-05,2013-04-12,2013-04-17,9,1,9
SO55739,101,2257,13255,2013-04-06,2013-04-13,2013-04-18,10,1,10
SO55804,183,13353,24351,2013-04-06,2013-04-13,2013-04-18,9,1,9
SO55810,121,14759,25757,2013-04-06,2013-04-13,2013-04-18,4,1,4
SO55814,171,3066,14064,2013-04-07,2013-04-14,2013-04-19,1215,1,1215
SO55823,121,9152,20150,2013-04-07,2013-04-14,2013-04-19,4,1,4
SO55832,117,17640,28638,2013-04-07,2013-04-14,2013-04-19,25,1,25
SO55832,183,17640,28638,2013-04-07,2013-04-14,2013-04-19,9,1,9
SO55832,121,17640,28638,2013-04-07,2013-04-14,2013-04-19,4,1,4
SO55844,101,3570,14568,2013-04-07,2013-04-14,2013-04-19,10,1,10
SO55847,121,3963,14961,2013-04-07,2013-04-14,2013-04-19,4,1,4
SO55847,117,3963,14961,2013-04-07,2013-04-14,2013-04-19,25,1,25
SO55853,119,12930,23928,2013-04-07,2013-04-14,2013-04-19,29,1,29
SO55868,101,585,11583,2013-04-08,2013-04-15,2013-04-20,10,1,10
SO55871,121,4263,15261,2013-04-08,2013-04-15,2013-04-20,4,1,4
SO55871,117,4263,15261,2013-04-08,2013-04-15,2013-04-20,25,1,25
SO55871,185,4263,15261,2013-04-08,2013-04-15,2013-04-20,24,1,24
SO55877,185,621,11619,2013-04-08,2013-04-15,2013-04-20,24,1,24
SO55885,121,521,11519,2013-04-08,2013-04-15,2013-04-20,4,1,4
SO67456,101,2066,13064,2013-09-30,2013-10-07,2013-10-12,10,1,10
SO67457,101,7239,18237,2013-09-30,2013-10-07,2013-10-12,10,1,10
SO67457,183,7239,18237,2013-09-30,2013-10-07,2013-10-12,9,1,9
SO67512,101,4404,15402,2013-10-01,2013-10-08,2013-10-13,10,1,10
SO67545,133,3904,14902,2013-10-01,2013-10-08,2013-10-13,769,1,769
SO67548,183,1528,12526,2013-10-01,2013-10-08,2013-10-13,9,1,9
SO67552,183,15191,26189,2013-10-01,2013-10-08,2013-10-13,9,1,9
SO64012,119,16629,27627,2013-08-11,2013-08-18,2013-08-23,29,1,29
SO64023,183,9018,20016,2013-08-11,2013-08-18,2013-08-23,9,1,9
SO64024,188,8014,19012,2013-08-11,2013-08-18,2013-08-23,50,1,50
SO66634,202,13062,24060,2013-09-18,2013-09-25,2013-09-30,64,1,64
SO66641,137,5265,16263,2013-09-19,2013-09-26,2013-10-01,2295,1,2295
SO66645,106,5667,16665,2013-09-19,2013-09-26,2013-10-01,8,1,8
SO66648,195,16363,27361,2013-09-19,2013-09-26,2013-10-01,70,1,70
SO66677,122,12751,23749,2013-09-19,2013-09-26,2013-10-01,5,1,5
SO66679,122,13723,24721,2013-09-19,2013-09-26,2013-10-01,5,1,5
SO66706,122,12319,23317,2013-09-20,2013-09-27,2013-10-02,5,1,5
SO66714,122,15734,26732,2013-09-20,2013-09-27,2013-10-02,5,1,5
SO66718,186,12258,23256,2013-09-20,2013-09-27,2013-10-02,24,1,24
SO66733,122,5935,16933,2013-09-20,2013-09-27,2013-10-02,5,1,5
SO66763,102,11651,22649,2013-09-20,2013-09-27,2013-10-02,9,1,9
SO66763,108,11651,22649,2013-09-20,2013-09-27,2013-10-02,35,1,35
SO61671,137,1219,12217,2013-07-07,2013-07-14,2013-07-19,2295,1,2295
SO61717,122,17499,28497,2013-07-07,2013-07-14,2013-07-19,5,1,5
SO61731,102,12326,23324,2013-07-07,2013-07-14,2013-07-19,9,1,9
SO61763,122,5565,16563,2013-07-08,2013-07-15,2013-07-20,5,1,5
SO61768,108,3659,14657,2013-07-08,2013-07-15,2013-07-20,35,1,35
SO61773,102,9450,20448,2013-07-08,2013-07-15,2013-07-20,9,1,9
SO61785,106,5167,16165,2013-07-09,2013-07-16,2013-07-21,8,1,8
SO66819,102,14832,25830,2013-09-21,2013-09-28,2013-10-03,9,1,9
SO66870,102,18101,29099,2013-09-22,2013-09-29,2013-10-04,9,1,9
SO55454,101,1215,12213,2013-04-01,2013-04-08,2013-04-13,10,1,10
SO55463,121,213,11211,2013-04-01,2013-04-08,2013-04-13,4,1,4
SO55463,183,213,11211,2013-04-01,2013-04-08,2013-04-13,9,1,9
SO55472,101,9707,20705,2013-04-01,2013-04-08,2013-04-13,10,1,10
SO55472,185,9707,20705,2013-04-01,2013-04-08,2013-04-13,24,1,24
SO55500,121,11898,22896,2013-04-01,2013-04-08,2013-04-13,4,1,4
SO55507,121,6731,17729,2013-04-02,2013-04-09,2013-04-14,4,1,4
SO55537,133,3038,14036,2013-04-02,2013-04-09,2013-04-14,769,1,769
SO66999,183,4442,15440,2013-09-24,2013-10-01,2013-10-06,9,1,9
SO67001,147,6914,17912,2013-09-24,2013-10-01,2013-10-06,1120,1,1120
SO67020,183,15157,26155,2013-09-25,2013-10-02,2013-10-07,9,1,9
SO67031,183,332,11330,2013-09-25,2013-10-02,2013-10-07,9,1,9
SO67036,121,14168,25166,2013-09-25,2013-10-02,2013-10-07,4,1,4
SO67036,183,14168,25166,2013-09-25,2013-10-02,2013-10-07,9,1,9
SO67038,101,5878,16876,2013-09-25,2013-10-02,2013-10-07,10,1,10
SO67062,183,1568,12566,2013-09-25,2013-10-02,2013-10-07,9,1,9
SO67093,121,264,11262,2013-09-26,2013-10-03,2013-10-08,4,1,4
SO67094,119,1534,12532,2013-09-26,2013-10-03,2013-10-08,29,1,29
SO67106,183,6531,17529,2013-09-26,2013-10-03,2013-10-08,9,1,9
SO67160,185,11077,22075,2013-09-27,2013-10-04,2013-10-09,24,1,24
SO67193,119,15725,26723,2013-09-27,2013-10-04,2013-10-09,29,1,29
SO67194,185,15538,26536,2013-09-27,2013-10-04,2013-10-09,24,1,24
SO67233,119,3940,14938,2013-09-28,2013-10-05,2013-10-10,29,1,29
SO67237,101,5095,16093,2013-09-28,2013-10-05,2013-10-10,10,1,10
SO67382,183,1651,12649,2013-09-29,2013-10-06,2013-10-11,9,1,9
SO55548,147,8988,19986,2013-04-02,2013-04-09,2013-04-14,1120,1,1120
SO55556,101,1283,12281,2013-04-03,2013-04-10,2013-04-15,10,1,10
SO55558,121,5176,16174,2013-04-03,2013-04-10,2013-04-15,4,1,4
SO55558,117,5176,16174,2013-04-03,2013-04-10,2013-04-15,25,1,25
SO55614,121,8586,19584,2013-04-04,2013-04-11,2013-04-16,4,1,4
SO55624,101,6984,17982,2013-04-04,2013-04-11,2013-04-16,10,1,10
SO55631,101,9507,20505,2013-04-04,2013-04-11,2013-04-16,10,1,10
SO55631,188,9507,20505,2013-04-04,2013-04-11,2013-04-16,50,1,50
SO55634,188,7801,18799,2013-04-04,2013-04-11,2013-04-16,50,1,50
SO55671,119,14370,25368,2013-04-04,2013-04-11,2013-04-16,29,1,29
SO55672,185,11345,22343,2013-04-04,2013-04-11,2013-04-16,24,1,24
SO46554,18,9992,20990,2011-12-21,2011-12-28,2012-01-02,3578,1,3578
SO46564,10,496,11494,2011-12-23,2011-12-30,2012-01-04,3400,1,3400
SO46570,18,2538,13536,2011-12-24,2011-12-31,2012-01-05,3578,1,3578
SO46586,18,1366,12364,2011-12-26,2012-01-02,2012-01-07,3578,1,3578
SO46592,18,13666,24664,2011-12-27,2012-01-03,2012-01-08,3578,1,3578
SO46722,149,6097,17095,2012-01-03,2012-01-10,2012-01-15,1000,1,1000
SO46804,53,8054,19052,2012-01-13,2012-01-20,2012-01-25,783,1,783
SO47739,50,9841,20839,2012-03-31,2012-04-07,2012-04-12,783,1,783
SO62993,145,11864,22862,2013-07-28,2013-08-04,2013-08-09,540,1,540
SO63045,200,1785,12783,2013-07-29,2013-08-05,2013-08-10,64,1,64
SO63100,170,17495,28493,2013-07-30,2013-08-06,2013-08-11,742,1,742
SO63115,182,98,11096,2013-07-30,2013-08-06,2013-08-11,2384,1,2384
SO63339,200,4493,15491,2013-07-31,2013-08-07,2013-08-12,64,1,64
SO63368,136,3172,14170,2013-08-01,2013-08-08,2013-08-13,769,1,769
SO63368,197,3172,14170,2013-08-01,2013-08-08,2013-08-13,70,1,70
SO63417,149,17395,28393,2013-08-01,2013-08-08,2013-08-13,1120,1,1120
SO63594,184,413,11411,2013-08-04,2013-08-11,2013-08-16,24,1,24
SO63666,136,3655,14653,2013-08-05,2013-08-12,2013-08-17,769,1,769
SO63666,197,3655,14653,2013-08-05,2013-08-12,2013-08-17,70,1,70
SO63682,178,15489,26487,2013-08-05,2013-08-12,2013-08-17,2384,1,2384
SO63731,174,16006,27004,2013-08-06,2013-08-13,2013-08-18,1215,1,1215
SO54520,172,14368,25366,2013-03-16,2013-03-23,2013-03-28,1215,1,1215
SO54674,192,213,11211,2013-03-19,2013-03-26,2013-03-31,54,1,54
SO54698,190,1468,12466,2013-03-19,2013-03-26,2013-03-31,50,1,50
SO54700,184,5897,16895,2013-03-19,2013-03-26,2013-03-31,24,1,24
SO54706,192,13,11011,2013-03-19,2013-03-26,2013-03-31,54,1,54
SO54743,197,3555,14553,2013-03-20,2013-03-27,2013-04-01,70,1,70
SO54763,145,11545,22543,2013-03-20,2013-03-27,2013-04-01,540,1,540
SO54872,149,8703,19701,2013-03-22,2013-03-29,2013-04-03,1120,1,1120
SO54874,149,15989,26987,2013-03-22,2013-03-29,2013-04-03,1120,1,1120
SO54997,197,16759,27757,2013-03-25,2013-04-01,2013-04-06,70,1,70
SO55022,172,5395,16393,2013-03-25,2013-04-01,2013-04-06,1215,1,1215
SO55056,190,7065,18063,2013-03-26,2013-04-02,2013-04-07,50,1,50
SO55097,192,8569,19567,2013-03-27,2013-04-03,2013-04-08,54,1,54
SO55109,192,6029,17027,2013-03-27,2013-04-03,2013-04-08,54,1,54
SO55109,184,6029,17027,2013-03-27,2013-04-03,2013-04-08,24,1,24
SO58176,136,3340,14338,2013-05-17,2013-05-24,2013-05-29,769,1,769
SO58182,182,18312,29310,2013-05-17,2013-05-24,2013-05-29,2384,1,2384
SO58220,190,4276,15274,2013-05-18,2013-05-25,2013-05-30,50,1,50
SO58452,200,6129,17127,2013-05-22,2013-05-29,2013-06-03,64,1,64
SO58500,184,11075,22073,2013-05-23,2013-05-30,2013-06-04,24,1,24
SO58494,113,15533,26531,2013-05-23,2013-05-30,2013-06-04,25,1,25
SO58494,112,15533,26531,2013-05-23,2013-05-30,2013-06-04,2,1,2
SO58514,112,3983,14981,2013-05-23,2013-05-30,2013-06-04,2,1,2
SO47584,44,8196,19194,2012-03-18,2012-03-25,2012-03-30,783,1,783
SO47591,138,15315,26313,2012-03-19,2012-03-26,2012-03-31,2049,1,2049
SO47596,156,5201,16199,2012-03-20,2012-03-27,2012-04-01,2182,1,2182
SO47823,48,15162,26160,2012-04-11,2012-04-18,2012-04-23,783,1,783
SO47857,138,2026,13024,2012-04-16,2012-04-23,2012-04-28,2049,1,2049
SO47864,156,10968,21966,2012-04-17,2012-04-24,2012-04-29,2182,1,2182
SO47867,138,1993,12991,2012-04-17,2012-04-24,2012-04-29,2049,1,2049
SO47905,156,18338,29336,2012-04-22,2012-04-29,2012-05-04,2182,1,2182
SO48183,156,11585,22583,2012-05-15,2012-05-22,2012-05-27,2182,1,2182
SO48448,157,11989,22987,2012-06-03,2012-06-10,2012-06-15,2182,1,2182
SO54895,112,1994,12992,2013-03-23,2013-03-30,2013-04-04,2,1,2
SO54923,154,11953,22951,2013-03-23,2013-03-30,2013-04-04,1701,1,1701
SO54988,112,307,11305,2013-03-25,2013-04-01,2013-04-06,2,1,2
SO55042,187,4634,15632,2013-03-26,2013-04-02,2013-04-07,50,1,50
SO55077,107,1157,12155,2013-03-26,2013-04-02,2013-04-07,22,1,22
SO55104,113,507,11505,2013-03-27,2013-04-03,2013-04-08,25,1,25
